Date,NOKOIS1w,NOKOIS1m,NOKOIS3m,NOKOIS6m
14/04/2013,1.5,1.485416667,1.462686567,1.448846154
15/04/2013,1.5,1.483333333,1.461940299,1.448076923
16/04/2013,1.5,1.48125,1.46119403,1.447307692
17/04/2013,1.5,1.479166667,1.460447761,1.446538462
18/04/2013,1.5,1.477083333,1.44,1.445769231
19/04/2013,1.5,1.475,1.43880597,1.415192308
20/04/2013,1.5,1.475,1.43880597,1.415192308
21/04/2013,1.5,1.475,1.43880597,1.415192308
22/04/2013,1.5,1.472916667,1.437313433,1.414230769
23/04/2013,1.5,1.470833333,1.435820896,1.413269231
24/04/2013,1.5,1.46875,1.434328358,1.406923077
25/04/2013,1.5,1.466666667,1.432835821,1.405769231
26/04/2013,1.5,1.464583333,1.431343284,1.404615385
27/04/2013,1.5,1.464583333,1.431343284,1.404615385
28/04/2013,1.5,1.464583333,1.431343284,1.404615385
29/04/2013,1.5,1.4625,1.429850746,1.403461538
30/04/2013,1.491666667,1.460416667,1.428358209,1.402307692
01/05/2013,1.491666667,1.460416667,1.428358209,1.402307692
02/05/2013,1.483333333,1.458333333,1.426865672,1.398076923
03/05/2013,1.475,1.45625,1.425373134,1.396538462
04/05/2013,1.475,1.45625,1.425373134,1.396538462
05/05/2013,1.475,1.45625,1.425373134,1.396538462
06/05/2013,1.466666667,1.454166667,1.423880597,1.414230769
07/05/2013,1.458333333,1.452083333,1.42238806,1.413653846
08/05/2013,1.45,1.45,1.420895522,1.413076923
09/05/2013,1.45,1.45,1.420895522,1.413076923
10/05/2013,1.5,1.5,1.470149254,1.448269231
11/05/2013,1.5,1.5,1.470149254,1.448269231
12/05/2013,1.5,1.5,1.470149254,1.448269231
13/05/2013,1.5,1.5,1.469402985,1.447692308
14/05/2013,1.5,1.5,1.468656716,1.447115385
15/05/2013,1.5,1.5,1.467910448,1.446538462
16/05/2013,1.5,1.497083333,1.454029851,1.432692308
17/05/2013,1.5,1.497083333,1.454029851,1.432692308
18/05/2013,1.5,1.497083333,1.454029851,1.432692308
19/05/2013,1.5,1.497083333,1.454029851,1.432692308
20/05/2013,1.5,1.497083333,1.454029851,1.432692308
21/05/2013,1.5,1.497916667,1.483208955,1.470961538
22/05/2013,1.5,1.496875,1.482835821,1.470576923
23/05/2013,1.5,1.495833333,1.482462687,1.470192308
24/05/2013,1.5,1.494791667,1.482089552,1.469807692
25/05/2013,1.5,1.494791667,1.482089552,1.469807692
26/05/2013,1.5,1.494791667,1.482089552,1.469807692
27/05/2013,1.5,1.49375,1.481716418,1.469423077
28/05/2013,1.5,1.492708333,1.481343284,1.469038462
29/05/2013,1.5,1.491666667,1.480970149,1.468653846
30/05/2013,1.5,1.490625,1.480597015,1.468269231
31/05/2013,1.5,1.489583333,1.480223881,1.467884615
01/06/2013,1.5,1.489583333,1.480223881,1.467884615
02/06/2013,1.5,1.489583333,1.480223881,1.467884615
03/06/2013,1.5,1.488541667,1.479850746,1.4675
04/06/2013,1.5,1.4875,1.479477612,1.467115385
05/06/2013,1.5,1.486458333,1.479104478,1.466730769
06/06/2013,1.5,1.485416667,1.478731343,1.466346154
07/06/2013,1.5,1.484375,1.478358209,1.465961538
08/06/2013,1.5,1.484375,1.478358209,1.465961538
09/06/2013,1.5,1.484375,1.478358209,1.465961538
10/06/2013,1.5,1.483333333,1.477985075,1.465576923
11/06/2013,1.5,1.482291667,1.47761194,1.465192308
12/06/2013,1.5,1.48125,1.477238806,1.464807692
13/06/2013,1.495833333,1.480208333,1.476865672,1.464423077
14/06/2013,1.5,1.5,1.5,1.5
15/06/2013,1.5,1.5,1.5,1.5
16/06/2013,1.5,1.5,1.5,1.5
17/06/2013,1.5,1.5,1.5,1.5
18/06/2013,1.5,1.5,1.5,1.5
19/06/2013,1.5,1.5,1.5,1.5
20/06/2013,1.5,1.5,1.5,1.5
21/06/2013,1.5,1.5,1.496865672,1.464461538
22/06/2013,1.5,1.5,1.496865672,1.464461538
23/06/2013,1.5,1.5,1.496865672,1.464461538
24/06/2013,1.5,1.5,1.495820896,1.463923077
25/06/2013,1.5,1.5,1.494776119,1.463384615
26/06/2013,1.5,1.5,1.493731343,1.462846154
27/06/2013,1.5,1.5,1.492686567,1.462307692
28/06/2013,1.5,1.5,1.489253731,1.450846154
29/06/2013,1.5,1.5,1.489253731,1.450846154
30/06/2013,1.5,1.5,1.489253731,1.450846154
01/07/2013,1.5,1.5,1.487910448,1.450153846
02/07/2013,1.5,1.5,1.486567164,1.449461538
03/07/2013,1.5,1.5,1.485223881,1.448769231
04/07/2013,1.5,1.5,1.483880597,1.448076923
05/07/2013,1.5,1.5,1.482537313,1.447384615
06/07/2013,1.5,1.5,1.482537313,1.447384615
07/07/2013,1.5,1.5,1.482537313,1.447384615
08/07/2013,1.5,1.5,1.48119403,1.446692308
09/07/2013,1.5,1.5,1.479850746,1.446
10/07/2013,1.5,1.5,1.478507463,1.445307692
11/07/2013,1.5,1.5,1.477164179,1.444615385
12/07/2013,1.5,1.5,1.483880597,1.462615385
13/07/2013,1.5,1.5,1.483880597,1.462615385
14/07/2013,1.5,1.5,1.483880597,1.462615385
15/07/2013,1.5,1.5,1.482985075,1.462153846
16/07/2013,1.5,1.5,1.482089552,1.461692308
17/07/2013,1.5,1.5,1.48119403,1.461230769
18/07/2013,1.5,1.5,1.480298507,1.460769231
19/07/2013,1.5,1.5,1.479402985,1.460307692
20/07/2013,1.5,1.5,1.479402985,1.460307692
21/07/2013,1.5,1.5,1.479402985,1.460307692
22/07/2013,1.5,1.5,1.478507463,1.459846154
23/07/2013,1.5,1.5,1.47761194,1.459384615
24/07/2013,1.5,1.5,1.476716418,1.458923077
25/07/2013,1.5,1.5,1.475820896,1.458461538
26/07/2013,1.5,1.5,1.47,1.465
27/07/2013,1.5,1.5,1.47,1.465
28/07/2013,1.5,1.5,1.47,1.465
29/07/2013,1.5,1.5,1.478358209,1.464615385
30/07/2013,1.5,1.5,1.47761194,1.464230769
31/07/2013,1.5,1.5,1.476865672,1.463846154
01/08/2013,1.5,1.5,1.476119403,1.463461538
02/08/2013,1.5,1.5,1.475373134,1.463076923
03/08/2013,1.5,1.5,1.475373134,1.463076923
04/08/2013,1.5,1.5,1.475373134,1.463076923
05/08/2013,1.5,1.5,1.5,1.5
06/08/2013,1.5,1.5,1.5,1.5
07/08/2013,1.5,1.5,1.5,1.5
08/08/2013,1.5,1.5,1.5,1.5
09/08/2013,1.5,1.5,1.5,1.5
10/08/2013,1.5,1.5,1.5,1.5
11/08/2013,1.5,1.5,1.5,1.5
12/08/2013,1.5,1.5,1.5,1.5
13/08/2013,1.5,1.5,1.5,1.5
14/08/2013,1.5,1.5,1.5,1.5
15/08/2013,1.5,1.5,1.5,1.5
16/08/2013,1.5,1.5,1.5,1.51
17/08/2013,1.5,1.5,1.5,1.51
18/08/2013,1.5,1.5,1.5,1.51
19/08/2013,1.5,1.5,1.5,1.510192308
20/08/2013,1.5,1.5,1.5,1.510384615
21/08/2013,1.5,1.5,1.5,1.510576923
22/08/2013,1.5,1.5,1.5,1.510769231
23/08/2013,1.5,1.5,1.5,1.510961538
24/08/2013,1.5,1.5,1.5,1.510961538
25/08/2013,1.5,1.5,1.5,1.510961538
26/08/2013,1.5,1.5,1.5,1.511153846
27/08/2013,1.5,1.5,1.5,1.511346154
28/08/2013,1.5,1.5,1.5,1.511538462
29/08/2013,1.5,1.5,1.5,1.511730769
30/08/2013,1.5,1.5,1.5,1.51
31/08/2013,1.5,1.5,1.5,1.51
01/09/2013,1.5,1.5,1.5,1.51
02/09/2013,1.5,1.5,1.5,1.51
03/09/2013,1.5,1.5,1.5,1.51
04/09/2013,1.5,1.5,1.5,1.51
05/09/2013,1.5,1.5,1.5,1.51
06/09/2013,1.5,1.5,1.5,1.51
07/09/2013,1.5,1.5,1.5,1.51
08/09/2013,1.5,1.5,1.5,1.51
09/09/2013,1.5,1.5,1.5,1.51
10/09/2013,1.5,1.5,1.52,1.55
11/09/2013,1.5,1.5,1.53,1.55
12/09/2013,1.5,1.5,1.53,1.55
13/09/2013,1.5,1.5,1.53,1.55
14/09/2013,1.5,1.5,1.53,1.55
15/09/2013,1.5,1.5,1.53,1.55
16/09/2013,1.5,1.5,1.5,1.52
17/09/2013,1.5,1.5,1.5,1.52
18/09/2013,1.5,1.5,1.51,1.52
19/09/2013,1.5,1.5,1.51,1.52
20/09/2013,1.5,1.5,1.51,1.52
21/09/2013,1.5,1.5,1.51,1.52
22/09/2013,1.5,1.5,1.51,1.52
23/09/2013,1.5,1.5,1.51,1.52
24/09/2013,1.5,1.5,1.51,1.52
25/09/2013,1.5,1.5,1.51,1.52
26/09/2013,1.5,1.5,1.51,1.52
27/09/2013,1.5,1.5,1.5,1.5
28/09/2013,1.5,1.5,1.5,1.5
29/09/2013,1.5,1.5,1.5,1.5
30/09/2013,1.5,1.5,1.5,1.5025
01/10/2013,1.5,1.5,1.5,1.502692308
02/10/2013,1.5,1.5,1.5,1.502884615
03/10/2013,1.5,1.5,1.5,1.503076923
04/10/2013,1.5,1.5,1.5,1.503269231
05/10/2013,1.5,1.5,1.5,1.503269231
06/10/2013,1.5,1.5,1.5,1.503269231
07/10/2013,1.5,1.5,1.5,1.503461538
08/10/2013,1.5,1.5,1.5,1.503653846
09/10/2013,1.5,1.5,1.5,1.503846154
10/10/2013,1.5,1.5,1.5,1.504038462
11/10/2013,1.5,1.5,1.5,1.5
12/10/2013,1.5,1.5,1.5,1.5
13/10/2013,1.5,1.5,1.5,1.5
14/10/2013,1.5,1.5,1.5,1.5
15/10/2013,1.5,1.5,1.5,1.5
16/10/2013,1.5,1.5,1.5,1.5
17/10/2013,1.5,1.5,1.5,1.5
18/10/2013,1.5,1.5,1.5,1.5
19/10/2013,1.5,1.5,1.5,1.5
20/10/2013,1.5,1.5,1.5,1.5
21/10/2013,1.5,1.5,1.5,1.5
22/10/2013,1.5,1.5,1.5,1.5
23/10/2013,1.5,1.5,1.5,1.5
24/10/2013,1.5,1.5,1.5,1.5
25/10/2013,1.5,1.5,1.5,1.5
26/10/2013,1.5,1.5,1.5,1.5
27/10/2013,1.5,1.5,1.5,1.5
28/10/2013,1.5,1.5,1.5,1.5
29/10/2013,1.5,1.5,1.5,1.5
30/10/2013,1.5,1.5,1.5,1.5
31/10/2013,1.5,1.5,1.5,1.5
01/11/2013,1.5,1.5,1.5,1.500076923
02/11/2013,1.5,1.5,1.5,1.500076923
03/11/2013,1.5,1.5,1.5,1.500076923
04/11/2013,1.5,1.5,1.5,1.500153846
05/11/2013,1.47,1.5,1.5,1.500230769
06/11/2013,1.47,1.5,1.5,1.500307692
07/11/2013,1.5,1.5,1.5,1.500384615
08/11/2013,1.5,1.4875,1.463432836,1.457384615
09/11/2013,1.5,1.4875,1.463432836,1.457384615
10/11/2013,1.5,1.4875,1.463432836,1.457384615
11/11/2013,1.5,1.485416667,1.462686567,1.457076923
12/11/2013,1.5,1.483333333,1.461940299,1.456769231
13/11/2013,1.5,1.48125,1.46119403,1.456461538
14/11/2013,1.5,1.479166667,1.460447761,1.456153846
15/11/2013,1.5,1.477083333,1.459701493,1.456692308
16/11/2013,1.5,1.477083333,1.459701493,1.456692308
17/11/2013,1.5,1.477083333,1.459701493,1.456692308
18/11/2013,1.5,1.475,1.458955224,1.456461538
19/11/2013,1.5,1.472916667,1.458208955,1.456230769
20/11/2013,1.5,1.470833333,1.457462687,1.456
21/11/2013,1.5,1.46875,1.456716418,1.453461538
22/11/2013,1.5,1.466666667,1.455970149,1.453076923
23/11/2013,1.5,1.466666667,1.455970149,1.453076923
24/11/2013,1.5,1.466666667,1.455970149,1.453076923
25/11/2013,1.5,1.464583333,1.455223881,1.452692308
26/11/2013,1.5,1.4625,1.454477612,1.452307692
27/11/2013,1.491666667,1.460416667,1.453731343,1.451923077
28/11/2013,1.483333333,1.458333333,1.452985075,1.451538462
29/11/2013,1.475,1.45625,1.452238806,1.451153846
30/11/2013,1.475,1.45625,1.452238806,1.451153846
01/12/2013,1.475,1.45625,1.452238806,1.451153846
02/12/2013,1.466666667,1.454166667,1.451492537,1.450769231
03/12/2013,1.458333333,1.452083333,1.450746269,1.450384615
04/12/2013,1.45,1.45,1.45,1.45
05/12/2013,1.5,1.5,1.5,1.476538462
06/12/2013,1.5,1.5,1.5,1.476153846
07/12/2013,1.5,1.5,1.5,1.476153846
08/12/2013,1.5,1.5,1.5,1.476153846
09/12/2013,1.5,1.5,1.5,1.490307692
10/12/2013,1.5,1.5,1.499701493,1.490153846
11/12/2013,1.5,1.5,1.499402985,1.49
12/12/2013,1.5,1.5,1.499104478,1.489846154
13/12/2013,1.5,1.5,1.49880597,1.489692308
14/12/2013,1.5,1.5,1.49880597,1.489692308
15/12/2013,1.5,1.5,1.49880597,1.489692308
16/12/2013,1.5,1.5,1.5,1.490923077
17/12/2013,1.5,1.5,1.5,1.490769231
18/12/2013,1.5,1.5,1.5,1.490615385
19/12/2013,1.5,1.5,1.5,1.490461538
20/12/2013,1.5,1.5,1.5,1.485461538
21/12/2013,1.5,1.5,1.5,1.485461538
22/12/2013,1.5,1.5,1.5,1.485461538
23/12/2013,1.5,1.5,1.499552239,1.485230769
24/12/2013,1.5,1.5,1.499104478,1.485
25/12/2013,1.5,1.5,1.499104478,1.485
26/12/2013,1.5,1.5,1.499104478,1.485
27/12/2013,1.5,1.5,1.498656716,1.484769231
28/12/2013,1.5,1.5,1.498656716,1.484769231
29/12/2013,1.5,1.5,1.498656716,1.484769231
30/12/2013,1.5,1.5,1.498208955,1.484538462
31/12/2013,1.51,1.53,1.507761194,1.494307692
01/01/2014,1.51,1.53,1.507761194,1.494307692
02/01/2014,1.44,1.5,1.497313433,1.484076923
03/01/2014,1.4,1.5,1.496865672,1.483846154
04/01/2014,1.4,1.5,1.496865672,1.483846154
05/01/2014,1.4,1.5,1.496865672,1.483846154
06/01/2014,1.4,1.5,1.49641791,1.483615385
07/01/2014,1.42,1.5,1.495970149,1.483384615
08/01/2014,1.42,1.5,1.495522388,1.483153846
09/01/2014,1.42,1.5,1.495074627,1.475538462
10/01/2014,1.44,1.5,1.494626866,1.475153846
11/01/2014,1.44,1.5,1.494626866,1.475153846
12/01/2014,1.44,1.5,1.494626866,1.475153846
13/01/2014,1.5,1.5,1.496119403,1.476769231
14/01/2014,1.5,1.5,1.495820896,1.476384615
15/01/2014,1.5,1.5,1.495522388,1.476
16/01/2014,1.5,1.5,1.495223881,1.475615385
17/01/2014,1.5,1.5,1.494925373,1.475230769
18/01/2014,1.5,1.5,1.494925373,1.475230769
19/01/2014,1.5,1.5,1.494925373,1.475230769
20/01/2014,1.5,1.5,1.494626866,1.474846154
21/01/2014,1.5,1.5,1.494328358,1.474461538
22/01/2014,1.5,1.5,1.494029851,1.474076923
23/01/2014,1.5,1.5,1.493731343,1.473692308
24/01/2014,1.5,1.5,1.5,1.490923077
25/01/2014,1.5,1.5,1.5,1.490923077
26/01/2014,1.5,1.5,1.5,1.490923077
27/01/2014,1.5,1.5,1.5,1.490769231
28/01/2014,1.5,1.5,1.5,1.490615385
29/01/2014,1.5,1.5,1.5,1.490461538
30/01/2014,1.5,1.5,1.5,1.490307692
31/01/2014,1.5,1.5,1.499701493,1.490153846
01/02/2014,1.5,1.5,1.499701493,1.490153846
02/02/2014,1.5,1.5,1.499701493,1.490153846
03/02/2014,1.5,1.5,1.499402985,1.49
04/02/2014,1.5,1.5,1.499104478,1.489846154
05/02/2014,1.5,1.5,1.49880597,1.489692308
06/02/2014,1.5,1.5,1.498507463,1.489538462
07/02/2014,1.5,1.5,1.498208955,1.489384615
08/02/2014,1.5,1.5,1.498208955,1.489384615
09/02/2014,1.5,1.5,1.498208955,1.489384615
10/02/2014,1.5,1.5,1.497910448,1.489230769
11/02/2014,1.5,1.5,1.49761194,1.489076923
12/02/2014,1.5,1.5,1.497313433,1.488923077
13/02/2014,1.5,1.5,1.497014925,1.488769231
14/02/2014,1.5,1.5,1.496716418,1.488615385
15/02/2014,1.5,1.5,1.496716418,1.488615385
16/02/2014,1.5,1.5,1.496716418,1.488615385
17/02/2014,1.5,1.5,1.5,1.5
18/02/2014,1.5,1.5,1.5,1.5
19/02/2014,1.5,1.5,1.5,1.5
20/02/2014,1.5,1.5,1.5,1.5
21/02/2014,1.5,1.5,1.5,1.5
22/02/2014,1.5,1.5,1.5,1.5
23/02/2014,1.5,1.5,1.5,1.5
24/02/2014,1.5,1.5,1.5,1.5
25/02/2014,1.5,1.5,1.5,1.5
26/02/2014,1.5,1.5,1.5,1.5
27/02/2014,1.5,1.5,1.5,1.5
28/02/2014,1.5,1.5,1.5,1.5
01/03/2014,1.5,1.5,1.5,1.5
02/03/2014,1.5,1.5,1.5,1.5
03/03/2014,1.5,1.5,1.5,1.5
04/03/2014,1.5,1.5,1.5,1.5
05/03/2014,1.5,1.5,1.5,1.5
06/03/2014,1.5,1.5,1.5,1.5
07/03/2014,1.5,1.5,1.5,1.5
08/03/2014,1.5,1.5,1.5,1.5
09/03/2014,1.5,1.5,1.5,1.5
10/03/2014,1.5,1.5,1.5,1.5
11/03/2014,1.5,1.5,1.5,1.5
12/03/2014,1.5,1.5,1.5,1.5
13/03/2014,1.5,1.5,1.5,1.5
14/03/2014,1.5,1.5,1.5,1.5
15/03/2014,1.5,1.5,1.5,1.5
16/03/2014,1.5,1.5,1.5,1.5
17/03/2014,1.5,1.5,1.5,1.5
18/03/2014,1.5,1.5,1.5,1.5
19/03/2014,1.5,1.5,1.5,1.5
20/03/2014,1.5,1.5,1.5,1.5
21/03/2014,1.5,1.5,1.5,1.5
22/03/2014,1.5,1.5,1.5,1.5
23/03/2014,1.5,1.5,1.5,1.5
24/03/2014,1.5,1.5,1.5,1.5
25/03/2014,1.5,1.5,1.5,1.5
26/03/2014,1.5,1.5,1.5,1.5
27/03/2014,1.5,1.5,1.5,1.5
28/03/2014,1.5,1.5,1.5,1.5
29/03/2014,1.5,1.5,1.5,1.5
30/03/2014,1.5,1.5,1.5,1.5
31/03/2014,1.5,1.5,1.5,1.495384615
01/04/2014,1.5,1.5,1.5,1.495
02/04/2014,1.5,1.5,1.5,1.494615385
03/04/2014,1.5,1.5,1.5,1.494230769
04/04/2014,1.5,1.5,1.5,1.493846154
05/04/2014,1.5,1.5,1.5,1.493846154
06/04/2014,1.5,1.5,1.5,1.493846154
07/04/2014,1.5,1.5,1.5,1.493461538
08/04/2014,1.5,1.5,1.5,1.493076923
09/04/2014,1.5,1.5,1.5,1.492692308
10/04/2014,1.5,1.5,1.5,1.492307692
11/04/2014,1.5,1.5,1.5,1.491923077
12/04/2014,1.5,1.5,1.5,1.491923077
13/04/2014,1.5,1.5,1.5,1.491923077
14/04/2014,1.5,1.5,1.5,1.491538462
15/04/2014,1.5,1.5,1.5,1.491153846
16/04/2014,1.5,1.5,1.5,1.490769231
17/04/2014,1.5,1.5,1.5,1.490769231
18/04/2014,1.5,1.5,1.5,1.490769231
19/04/2014,1.5,1.5,1.5,1.490769231
20/04/2014,1.5,1.5,1.5,1.490769231
21/04/2014,1.5,1.5,1.5,1.490769231
22/04/2014,1.5,1.5,1.5,1.490384615
23/04/2014,1.5,1.5,1.5,1.489615385
24/04/2014,1.5,1.5,1.5,1.488846154
25/04/2014,1.5,1.5,1.5,1.488076923
26/04/2014,1.5,1.5,1.5,1.488076923
27/04/2014,1.5,1.5,1.5,1.488076923
28/04/2014,1.5,1.5,1.5,1.487307692
29/04/2014,1.5,1.5,1.5,1.486538462
30/04/2014,1.5,1.5,1.5,1.485769231
01/05/2014,1.5,1.5,1.5,1.485769231
02/05/2014,1.5,1.5,1.5,1.485
03/05/2014,1.5,1.5,1.5,1.485
04/05/2014,1.5,1.5,1.5,1.485
05/05/2014,1.5,1.5,1.5,1.484230769
06/05/2014,1.5,1.5,1.5,1.483461538
07/05/2014,1.5,1.5,1.5,1.482692308
08/05/2014,1.5,1.5,1.5,1.481923077
09/05/2014,1.5,1.5,1.5,1.481153846
10/05/2014,1.5,1.5,1.5,1.481153846
11/05/2014,1.5,1.5,1.5,1.481153846
12/05/2014,1.5,1.5,1.5,1.480384615
13/05/2014,1.5,1.5,1.5,1.479615385
14/05/2014,1.5,1.5,1.5,1.478846154
15/05/2014,1.5,1.5,1.5,1.478076923
16/05/2014,1.5,1.5,1.5,1.477307692
17/05/2014,1.5,1.5,1.5,1.477307692
18/05/2014,1.5,1.5,1.5,1.477307692
19/05/2014,1.5,1.5,1.5,1.476538462
20/05/2014,1.5,1.5,1.5,1.475769231
21/05/2014,1.5,1.5,1.5,1.475
22/05/2014,1.5,1.5,1.5,1.474230769
23/05/2014,1.5,1.5,1.5,1.473461538
24/05/2014,1.5,1.5,1.5,1.473461538
25/05/2014,1.5,1.5,1.5,1.473461538
26/05/2014,1.5,1.5,1.5,1.472692308
27/05/2014,1.5,1.5,1.5,1.471923077
28/05/2014,1.5,1.5,1.5,1.471153846
29/05/2014,1.5,1.5,1.5,1.471153846
30/05/2014,1.5,1.5,1.5,1.470384615
31/05/2014,1.5,1.5,1.5,1.470384615
01/06/2014,1.5,1.5,1.5,1.470384615
02/06/2014,1.5,1.5,1.5,1.469615385
03/06/2014,1.5,1.5,1.5,1.468846154
04/06/2014,1.5,1.5,1.5,1.468076923
05/06/2014,1.5,1.5,1.5,1.467307692
06/06/2014,1.5,1.5,1.5,1.466538462
07/06/2014,1.5,1.5,1.5,1.466538462
08/06/2014,1.5,1.5,1.5,1.466538462
09/06/2014,1.5,1.5,1.5,1.466538462
10/06/2014,1.5,1.5,1.5,1.465769231
11/06/2014,1.5,1.5,1.5,1.465
12/06/2014,1.5,1.5,1.5,1.464230769
13/06/2014,1.5,1.5,1.5,1.463461538
14/06/2014,1.5,1.5,1.5,1.463461538
15/06/2014,1.5,1.5,1.5,1.463461538
16/06/2014,1.5,1.5,1.5,1.462115385
17/06/2014,1.5,1.5,1.5,1.460769231
18/06/2014,1.5,1.5,1.5,1.459423077
19/06/2014,1.5,1.5,1.499253731,1.458076923
20/06/2014,1.5,1.5,1.498507463,1.456730769
21/06/2014,1.5,1.5,1.498507463,1.456730769
22/06/2014,1.5,1.5,1.498507463,1.456730769
23/06/2014,1.5,1.5,1.497761194,1.455384615
24/06/2014,1.5,1.5,1.497014925,1.454038462
25/06/2014,1.5,1.5,1.496268657,1.452692308
26/06/2014,1.5,1.5,1.495522388,1.451346154
27/06/2014,1.5,1.5,1.494776119,1.45
28/06/2014,1.5,1.5,1.494776119,1.45
29/06/2014,1.5,1.5,1.494776119,1.45
30/06/2014,1.5,1.5,1.494029851,1.448653846
01/07/2014,1.5,1.5,1.493283582,1.447307692
02/07/2014,1.5,1.5,1.492537313,1.445961538
03/07/2014,1.5,1.5,1.491791045,1.444615385
04/07/2014,1.5,1.5,1.491044776,1.443269231
05/07/2014,1.5,1.5,1.491044776,1.443269231
06/07/2014,1.5,1.5,1.491044776,1.443269231
07/07/2014,1.5,1.5,1.490298507,1.441923077
08/07/2014,1.5,1.5,1.489552239,1.440576923
09/07/2014,1.5,1.5,1.48880597,1.439230769
10/07/2014,1.5,1.5,1.488059701,1.437884615
11/07/2014,1.5,1.5,1.487313433,1.436538462
12/07/2014,1.5,1.5,1.487313433,1.436538462
13/07/2014,1.5,1.5,1.487313433,1.436538462
14/07/2014,1.5,1.5,1.486567164,1.435192308
15/07/2014,1.5,1.5,1.485820896,1.433846154
16/07/2014,1.5,1.5,1.485074627,1.4325
17/07/2014,1.5,1.5,1.484328358,1.431153846
18/07/2014,1.5,1.5,1.48358209,1.429807692
19/07/2014,1.5,1.5,1.48358209,1.429807692
20/07/2014,1.5,1.5,1.48358209,1.429807692
21/07/2014,1.5,1.5,1.482835821,1.428461538
22/07/2014,1.5,1.5,1.482089552,1.427115385
23/07/2014,1.5,1.5,1.481343284,1.425769231
24/07/2014,1.5,1.5,1.479850746,1.424423077
25/07/2014,1.5,1.5,1.478358209,1.423076923
26/07/2014,1.5,1.5,1.478358209,1.423076923
27/07/2014,1.5,1.5,1.478358209,1.423076923
28/07/2014,1.5,1.5,1.476865672,1.421730769
29/07/2014,1.5,1.5,1.475373134,1.420384615
30/07/2014,1.5,1.5,1.473880597,1.419038462
31/07/2014,1.5,1.5,1.47238806,1.417692308
01/08/2014,1.5,1.5,1.474029851,1.431153846
02/08/2014,1.5,1.5,1.474029851,1.431153846
03/08/2014,1.5,1.5,1.474029851,1.431153846
04/08/2014,1.5,1.5,1.472985075,1.43
05/08/2014,1.5,1.5,1.471940299,1.428846154
06/08/2014,1.5,1.5,1.470895522,1.427692308
07/08/2014,1.5,1.5,1.469850746,1.426538462
08/08/2014,1.5,1.5,1.46880597,1.425384615
09/08/2014,1.5,1.5,1.46880597,1.425384615
10/08/2014,1.5,1.5,1.46880597,1.425384615
11/08/2014,1.5,1.5,1.488656716,1.475
12/08/2014,1.5,1.5,1.488358209,1.474615385
13/08/2014,1.5,1.5,1.488059701,1.474230769
14/08/2014,1.5,1.5,1.5,1.491538462
15/08/2014,1.5,1.5,1.5,1.491346154
16/08/2014,1.5,1.5,1.5,1.491346154
17/08/2014,1.5,1.5,1.5,1.491346154
18/08/2014,1.49,1.5,1.5,1.491153846
19/08/2014,1.46,1.5,1.5,1.490961538
20/08/2014,1.46,1.5,1.5,1.490769231
21/08/2014,1.46,1.5,1.5,1.481153846
22/08/2014,1.5,1.5,1.5,1.480769231
23/08/2014,1.5,1.5,1.5,1.480769231
24/08/2014,1.5,1.5,1.5,1.480769231
25/08/2014,1.5,1.5,1.5,1.480384615
26/08/2014,1.5,1.5,1.5,1.48
27/08/2014,1.5,1.5,1.5,1.479615385
28/08/2014,1.5,1.5,1.5,1.479230769
29/08/2014,1.5,1.4925,1.47238806,1.450961538
30/08/2014,1.5,1.4925,1.47238806,1.450961538
31/08/2014,1.5,1.4925,1.47238806,1.450961538
01/09/2014,1.5,1.491666667,1.471641791,1.450384615
02/09/2014,1.5,1.490833333,1.470895522,1.449807692
03/09/2014,1.5,1.49,1.470149254,1.449230769
04/09/2014,1.5,1.489166667,1.469402985,1.450923077
05/09/2014,1.5,1.488333333,1.468656716,1.450384615
06/09/2014,1.5,1.488333333,1.468656716,1.450384615
07/09/2014,1.5,1.488333333,1.468656716,1.450384615
08/09/2014,1.5,1.4875,1.467910448,1.449846154
09/09/2014,1.5,1.486666667,1.467164179,1.449307692
10/09/2014,1.5,1.485833333,1.46641791,1.448769231
11/09/2014,1.5,1.485,1.465373134,1.448230769
12/09/2014,1.5,1.5,1.488059701,1.469615385
13/09/2014,1.5,1.5,1.488059701,1.469615385
14/09/2014,1.5,1.5,1.488059701,1.469615385
15/09/2014,1.5,1.5,1.487313433,1.469230769
16/09/2014,1.5,1.5,1.486567164,1.468846154
17/09/2014,1.5,1.5,1.485820896,1.468461538
18/09/2014,1.5,1.5,1.485074627,1.468076923
19/09/2014,1.5,1.5,1.456119403,1.443461538
20/09/2014,1.5,1.5,1.456119403,1.443461538
21/09/2014,1.5,1.5,1.456119403,1.443461538
22/09/2014,1.5,1.5,1.455074627,1.442923077
23/09/2014,1.5,1.497083333,1.454029851,1.442384615
24/09/2014,1.5,1.494166667,1.452985075,1.441846154
25/09/2014,1.5,1.49125,1.451940299,1.441076923
26/09/2014,1.5,1.4875,1.44738806,1.436153846
27/09/2014,1.5,1.4875,1.44738806,1.436153846
28/09/2014,1.5,1.4875,1.44738806,1.436153846
29/09/2014,1.5,1.484375,1.446268657,1.435384615
30/09/2014,1.5,1.48125,1.445149254,1.434615385
01/10/2014,1.5,1.478125,1.444029851,1.433846154
02/10/2014,1.5,1.475,1.436940299,1.417884615
03/10/2014,1.5,1.471875,1.435447761,1.416923077
04/10/2014,1.5,1.471875,1.435447761,1.416923077
05/10/2014,1.5,1.471875,1.435447761,1.416923077
