Date,NOKOIS1w,NOKOIS1m,NOKOIS3m,NOKOIS6m
19/01/2010,1.75,1.75,1.820895522,2.040384615
20/01/2010,1.75,1.75,1.824626866,2.045192308
21/01/2010,1.75,1.75,1.828358209,2.05
22/01/2010,1.75,1.75,1.832089552,2.054807692
23/01/2010,1.75,1.75,1.832089552,2.054807692
24/01/2010,1.75,1.75,1.832089552,2.054807692
25/01/2010,1.75,1.75,1.835820896,2.059615385
26/01/2010,1.75,1.75,1.839552239,2.064423077
27/01/2010,1.75,1.75,1.843283582,2.069230769
28/01/2010,1.75,1.75,1.847014925,2.074038462
29/01/2010,1.75,1.75,1.850746269,2.078846154
30/01/2010,1.75,1.75,1.850746269,2.078846154
31/01/2010,1.75,1.75,1.850746269,2.078846154
01/02/2010,1.75,1.75,1.856343284,2.057692308
02/02/2010,1.75,1.75,1.861940299,2.0625
03/02/2010,1.75,1.75,1.867537313,2.067307692
04/02/2010,1.75,1.75,1.822761194,2.007692308
05/02/2010,1.75,1.75,1.828358209,2.0125
06/02/2010,1.75,1.75,1.828358209,2.0125
07/02/2010,1.75,1.75,1.828358209,2.0125
08/02/2010,1.75,1.75,1.833955224,2.017307692
09/02/2010,1.75,1.75,1.839552239,2.022115385
10/02/2010,1.75,1.75,1.845149254,2.026923077
11/02/2010,1.75,1.75,1.850746269,2.031730769
12/02/2010,1.75,1.75,1.856343284,2.036538462
13/02/2010,1.75,1.75,1.856343284,2.036538462
14/02/2010,1.75,1.75,1.856343284,2.036538462
15/02/2010,1.75,1.75,1.861940299,2.041346154
16/02/2010,1.75,1.75,1.917910448,2.072115385
17/02/2010,1.75,1.75,1.923507463,2.076923077
18/02/2010,1.75,1.75,1.85261194,2.020192308
19/02/2010,1.75,1.75,1.856343284,2.024038462
20/02/2010,1.75,1.75,1.856343284,2.024038462
21/02/2010,1.75,1.75,1.856343284,2.024038462
22/02/2010,1.75,1.75,1.860074627,2.027884615
23/02/2010,1.75,1.760416667,1.914179104,2.031730769
24/02/2010,1.75,1.770833333,1.917910448,2.036538462
25/02/2010,1.75,1.78125,1.921641791,2.041346154
26/02/2010,1.75,1.770833333,1.912313433,2.030769231
27/02/2010,1.75,1.770833333,1.912313433,2.030769231
28/02/2010,1.75,1.770833333,1.912313433,2.030769231
01/03/2010,1.75,1.776041667,1.917910448,2.034615385
02/03/2010,1.75,1.78125,1.923507463,2.076923077
03/03/2010,1.75,1.786458333,1.929104478,2.080769231
04/03/2010,1.75,1.791666667,1.934701493,2.084615385
05/03/2010,1.75,1.796875,1.940298507,2.088461538
06/03/2010,1.75,1.796875,1.940298507,2.088461538
07/03/2010,1.75,1.796875,1.940298507,2.088461538
08/03/2010,1.75,1.802083333,1.945895522,2.092307692
09/03/2010,1.75,1.807291667,1.951492537,2.096153846
10/03/2010,1.75,1.8125,1.958955224,2.123076923
11/03/2010,1.75,1.817708333,1.96641791,2.127884615
12/03/2010,1.75,1.822916667,1.973880597,2.132692308
13/03/2010,1.75,1.822916667,1.973880597,2.132692308
14/03/2010,1.75,1.822916667,1.973880597,2.132692308
15/03/2010,1.75,1.828125,1.981343284,2.1375
16/03/2010,1.75,1.833333333,1.938432836,2.116346154
17/03/2010,1.75,1.838541667,1.945895522,2.121153846
18/03/2010,1.75,1.84375,1.953358209,2.125961538
19/03/2010,1.770833333,1.848958333,1.960820896,2.130769231
20/03/2010,1.770833333,1.848958333,1.960820896,2.130769231
21/03/2010,1.770833333,1.848958333,1.960820896,2.130769231
22/03/2010,1.791666667,1.854166667,1.968283582,2.135576923
23/03/2010,1.8125,1.859375,1.975746269,2.140384615
24/03/2010,1.82,1.85,1.982313433,2.059230769
25/03/2010,1.75,1.75,1.917910448,2.023076923
26/03/2010,1.75,1.75,1.923507463,2.026923077
27/03/2010,1.75,1.75,1.923507463,2.026923077
28/03/2010,1.75,1.75,1.923507463,2.026923077
29/03/2010,1.75,1.75,1.929104478,2.030769231
30/03/2010,1.75,1.75,1.934701493,2.034615385
31/03/2010,1.75,1.75,1.940298507,2.038461538
01/04/2010,1.75,1.75,1.940298507,2.038461538
02/04/2010,1.75,1.75,1.940298507,2.038461538
03/04/2010,1.75,1.75,1.940298507,2.038461538
04/04/2010,1.75,1.75,1.940298507,2.038461538
05/04/2010,1.75,1.75,1.940298507,2.038461538
06/04/2010,1.75,1.760416667,1.945895522,2.042307692
07/04/2010,1.75,1.770833333,1.917910448,1.997115385
08/04/2010,1.75,1.78125,1.921641791,2
09/04/2010,1.75,1.791666667,1.925373134,2.002884615
10/04/2010,1.75,1.791666667,1.925373134,2.002884615
11/04/2010,1.75,1.791666667,1.925373134,2.002884615
12/04/2010,1.75,1.802083333,1.929104478,2.005769231
13/04/2010,1.75,1.8125,1.932835821,2.008653846
14/04/2010,1.75,1.822916667,1.936567164,2.011538462
15/04/2010,1.75,1.833333333,1.940298507,2.014423077
16/04/2010,1.75,1.84375,1.944029851,2.017307692
17/04/2010,1.75,1.84375,1.944029851,2.017307692
18/04/2010,1.75,1.84375,1.944029851,2.017307692
19/04/2010,1.75,1.854166667,1.947761194,2.020192308
20/04/2010,1.75,1.864583333,1.951492537,2.023076923
21/04/2010,1.75,1.875,1.955223881,2.025961538
22/04/2010,1.75,1.885416667,1.958955224,2.028846154
23/04/2010,1.75,1.895833333,1.962686567,2.031730769
24/04/2010,1.75,1.895833333,1.962686567,2.031730769
25/04/2010,1.75,1.895833333,1.962686567,2.031730769
26/04/2010,1.75,1.90625,1.96641791,2.034615385
27/04/2010,1.75,1.916666667,1.970149254,2.0375
28/04/2010,1.75,1.927083333,1.973880597,2.011538462
29/04/2010,1.75,1.9375,1.97761194,2.014423077
30/04/2010,1.791666667,1.947916667,1.981343284,2.020192308
01/05/2010,1.791666667,1.947916667,1.981343284,2.020192308
02/05/2010,1.791666667,1.947916667,1.981343284,2.020192308
03/05/2010,1.833333333,1.958333333,1.985074627,2.024038462
04/05/2010,1.875,1.96875,1.98880597,2.003846154
05/05/2010,1.916666667,1.979166667,1.992537313,2.007692308
06/05/2010,1.958333333,1.989583333,1.996268657,2.011538462
07/05/2010,2,2,2,2.015384615
08/05/2010,2,2,2,2.015384615
09/05/2010,2,2,2,2.015384615
10/05/2010,2,2,2,2.017307692
11/05/2010,2,2,2,2.009615385
12/05/2010,2,2,2,2.010576923
13/05/2010,2,2,2,2.010576923
14/05/2010,2,2,2,2.011538462
15/05/2010,2,2,2,2.011538462
16/05/2010,2,2,2,2.011538462
17/05/2010,2,2,2,2.011538462
18/05/2010,2,2,2,2.0125
19/05/2010,2,2,2,2.013461538
20/05/2010,2,2,2,2.014423077
21/05/2010,2,2,2,2.015384615
22/05/2010,2,2,2,2.015384615
23/05/2010,2,2,2,2.015384615
24/05/2010,2,2,2,2.015384615
25/05/2010,2,2,2,2
26/05/2010,2,2,2,2
27/05/2010,2,2,2,2
28/05/2010,2,2,2,2
29/05/2010,2,2,2,2
30/05/2010,2,2,2,2
31/05/2010,2,2,2,2
01/06/2010,2,2,2,2
02/06/2010,2,2,2,2
03/06/2010,2,2,2,2
04/06/2010,2,2,2,2.048076923
05/06/2010,2,2,2,2.048076923
06/06/2010,2,2,2,2.048076923
07/06/2010,2,2,2,2.049038462
08/06/2010,2,2,2,2.05
09/06/2010,2,2,2,2.050961538
10/06/2010,2,2,2,2.051923077
11/06/2010,2,2,2,2.052884615
12/06/2010,2,2,2,2.052884615
13/06/2010,2,2,2,2.052884615
14/06/2010,2,2,2,2.053846154
15/06/2010,2,2,2,2
16/06/2010,2,2,2,2
17/06/2010,2,2,2,2
18/06/2010,2,2,2,2
19/06/2010,2,2,2,2
20/06/2010,2,2,2,2
21/06/2010,2,2,2,2
22/06/2010,2,2,2,2
23/06/2010,2,2,2,2
24/06/2010,2,2,2,2
25/06/2010,2,2,2,2
26/06/2010,2,2,2,2
27/06/2010,2,2,2,2
28/06/2010,2,2,2,2
29/06/2010,2,2,2,2
30/06/2010,2,2,2,2
01/07/2010,2,2,2,2
02/07/2010,2,2,2,2
03/07/2010,2,2,2,2
04/07/2010,2,2,2,2
05/07/2010,2,2,2,2
06/07/2010,2,2,2,2
07/07/2010,2,2,2,2
08/07/2010,2,2,2,2
09/07/2010,2,2,2,2
10/07/2010,2,2,2,2
11/07/2010,2,2,2,2
12/07/2010,2,2,2,2
13/07/2010,2,2,2,2
14/07/2010,2,2,2,2
15/07/2010,2,2,2,2
16/07/2010,2,2,2,2
17/07/2010,2,2,2,2
18/07/2010,2,2,2,2
19/07/2010,2,2,2,2
20/07/2010,2,2,2,2
21/07/2010,2,2,2,2
22/07/2010,2,2,2,2
23/07/2010,2,2,2,2
24/07/2010,2,2,2,2
25/07/2010,2,2,2,2
26/07/2010,2,2,2,2
27/07/2010,2,2,2,2
28/07/2010,2,2,2,2
29/07/2010,2,2,2,2
30/07/2010,2,2,2,2
31/07/2010,2,2,2,2
01/08/2010,2,2,2,2
02/08/2010,2,2,2,2
03/08/2010,2,2,2,2
04/08/2010,2,2,2,2
05/08/2010,2,2,2,2
06/08/2010,2,2,2,2
07/08/2010,2,2,2,2
08/08/2010,2,2,2,2
09/08/2010,2,2,2,2
10/08/2010,2,2,2,2.006730769
11/08/2010,2,2,2,2.007692308
12/08/2010,2,2,2,2.008653846
13/08/2010,2,2,2,2.009615385
14/08/2010,2,2,2,2.009615385
15/08/2010,2,2,2,2.009615385
16/08/2010,2,2,2,2.010576923
17/08/2010,2,2,2,2.011538462
18/08/2010,2,2,2,2.0125
19/08/2010,2,2,2,2.013461538
20/08/2010,2,2,2,2.014423077
21/08/2010,2,2,2,2.014423077
22/08/2010,2,2,2,2.014423077
23/08/2010,2,2,2,2.015384615
24/08/2010,2,2,2,2.016346154
25/08/2010,2,2,2,2.017307692
26/08/2010,2,2,2,2.018269231
27/08/2010,2,2,2,2.019230769
28/08/2010,2,2,2,2.019230769
29/08/2010,2,2,2,2.019230769
30/08/2010,2,2,2,2.020192308
31/08/2010,2,2,2,2.021153846
01/09/2010,2,2,2,2.022115385
02/09/2010,2,2,2,2.023076923
03/09/2010,2,2,2,2.052884615
04/09/2010,2,2,2,2.052884615
05/09/2010,2,2,2,2.052884615
06/09/2010,2,2,2,2.053846154
07/09/2010,2,2,2,2.054807692
08/09/2010,2,2,2,2.055769231
09/09/2010,2,2,2,2.056730769
10/09/2010,2,2,2,2.086538462
11/09/2010,2,2,2,2.086538462
12/09/2010,2,2,2,2.086538462
13/09/2010,2,2,2,2.088461538
14/09/2010,2,2,2,2.090384615
15/09/2010,2,2,2,2.092307692
16/09/2010,2,2,2.001865672,2.094230769
17/09/2010,2,2,2.003731343,2.067307692
18/09/2010,2,2,2.003731343,2.067307692
19/09/2010,2,2,2.003731343,2.067307692
20/09/2010,2,2,2.005597015,2.069230769
21/09/2010,2,2,2.007462687,2.071153846
22/09/2010,2,2,2.009328358,2.073076923
23/09/2010,2,2,2.01119403,2.075
24/09/2010,2,2,2,2.038461538
25/09/2010,2,2,2,2.038461538
26/09/2010,2,2,2,2.038461538
27/09/2010,2,2,2,2.039423077
28/09/2010,2,2,2,2.040384615
29/09/2010,2,2,2,2.041346154
30/09/2010,2,2,2,2.042307692
01/10/2010,2,2,2,2.043269231
02/10/2010,2,2,2,2.043269231
03/10/2010,2,2,2,2.043269231
04/10/2010,2,2,2,2.044230769
05/10/2010,2,2,2,2.045192308
06/10/2010,2,2,2,2.046153846
07/10/2010,2,2,2,2.047115385
08/10/2010,2,2,2,2.048076923
09/10/2010,2,2,2,2.048076923
10/10/2010,2,2,2,2.048076923
11/10/2010,2,2,2,2.049038462
12/10/2010,2,2,2,2.021153846
13/10/2010,2,2,2,2.022115385
14/10/2010,2,2,2,2.023076923
15/10/2010,2,2,2,2.024038462
16/10/2010,2,2,2,2.024038462
17/10/2010,2,2,2,2.024038462
18/10/2010,2,2,2,2.025
19/10/2010,2,2,2,2.025961538
20/10/2010,2,2,2,2.026923077
21/10/2010,2,2,2,2.027884615
22/10/2010,2,2,2,2.057692308
23/10/2010,2,2,2,2.057692308
24/10/2010,2,2,2,2.057692308
25/10/2010,2,2,2,2.058653846
26/10/2010,2,2,2,2.059615385
27/10/2010,2,2,2,2
28/10/2010,2,2,2,2
29/10/2010,2,2,2,2
30/10/2010,2,2,2,2
31/10/2010,2,2,2,2
01/11/2010,2,2,2,2
02/11/2010,2,2,2,2
03/11/2010,2,2,2,2
04/11/2010,2,2,2,2
05/11/2010,2,2,2,2
06/11/2010,2,2,2,2
07/11/2010,2,2,2,2
08/11/2010,2,2,2,2
09/11/2010,2,2,2,2
10/11/2010,2,2,2,2
11/11/2010,2,2,2,2
12/11/2010,2,2,2,2
13/11/2010,2,2,2,2
14/11/2010,2,2,2,2
15/11/2010,2,2,2,2
16/11/2010,2,2,2,2
17/11/2010,2,2,2,2
18/11/2010,2,2,2,2
19/11/2010,2,2,2,2
20/11/2010,2,2,2,2
21/11/2010,2,2,2,2
22/11/2010,2,2,2,2
23/11/2010,2,2,2,2
24/11/2010,2,2,2,2
25/11/2010,2,2,2,2
26/11/2010,2,2,2,2
27/11/2010,2,2,2,2
28/11/2010,2,2,2,2
29/11/2010,2,2,2,2
30/11/2010,2,2,2,2
01/12/2010,2,2,2,2
02/12/2010,2,2,2,2
03/12/2010,2,2,2,2
04/12/2010,2,2,2,2
05/12/2010,2,2,2,2
06/12/2010,2,2,2,2
07/12/2010,2,2,2,2
08/12/2010,2,2,2,2
09/12/2010,2,2,2,2
10/12/2010,2,2,2,2.000961538
11/12/2010,2,2,2,2.000961538
12/12/2010,2,2,2,2.000961538
13/12/2010,2,2,2,2.001923077
14/12/2010,2,2,2,2.002884615
15/12/2010,2,2,2,2.032692308
16/12/2010,2,2,2,2.034615385
17/12/2010,2,2,2,2.036538462
18/12/2010,2,2,2,2.036538462
19/12/2010,2,2,2,2.036538462
20/12/2010,2,2,2,2.038461538
21/12/2010,2,2,2,2.040384615
22/12/2010,2,2,2,2.042307692
23/12/2010,2,2,2,2.044230769
24/12/2010,2,2,2,2.044230769
25/12/2010,2,2,2,2.044230769
26/12/2010,2,2,2,2.044230769
27/12/2010,2,2,2,2.048076923
28/12/2010,2,2,2,2.05
29/12/2010,1.55,2,2,2.051923077
30/12/2010,2,2,2,2.053846154
31/12/2010,2.1,2.04,2.02,2.065769231
01/01/2011,2.1,2.04,2.02,2.065769231
02/01/2011,2.1,2.04,2.02,2.065769231
03/01/2011,2,2,2,2.057692308
04/01/2011,2,2,2,2.059615385
05/01/2011,2,2,2,2.061538462
06/01/2011,2,2,2,2.063461538
07/01/2011,2,2,2,2.065384615
08/01/2011,2,2,2,2.065384615
09/01/2011,2,2,2,2.065384615
10/01/2011,2,2,2,2.067307692
11/01/2011,2,2,2,2.069230769
12/01/2011,2,2,2,2.071153846
13/01/2011,2,2,2,2.073076923
14/01/2011,2,2,2,2.075
15/01/2011,2,2,2,2.075
16/01/2011,2,2,2,2.075
17/01/2011,2,2,2,2.101923077
18/01/2011,2,2,2,2.103846154
19/01/2011,2,2,2,2.105769231
20/01/2011,2,2,2.057835821,2.144230769
21/01/2011,2,2,2.059701493,2.146153846
22/01/2011,2,2,2.059701493,2.146153846
23/01/2011,2,2,2.059701493,2.146153846
24/01/2011,2,2,2.061567164,2.148076923
25/01/2011,2,2,2.063432836,2.15
26/01/2011,2,2,2.065298507,2.151923077
27/01/2011,2,2,2,2.117307692
28/01/2011,2,2,2,2.119230769
29/01/2011,2,2,2,2.119230769
30/01/2011,2,2,2,2.119230769
31/01/2011,2,2,2,2.121153846
01/02/2011,2,2,2.003731343,2.123076923
02/02/2011,2,2,2.007462687,2.125
03/02/2011,2,2,2.01119403,2.126923077
04/02/2011,2,2,2.014925373,2.129807692
05/02/2011,2,2,2.014925373,2.129807692
06/02/2011,2,2,2.014925373,2.129807692
07/02/2011,2,2,2.018656716,2.132692308
08/02/2011,2,2,2.02238806,2.135576923
09/02/2011,2,2,2.026119403,2.138461538
10/02/2011,2,2,2.014925373,2.116346154
11/02/2011,2,2,2.016791045,2.119230769
12/02/2011,2,2,2.016791045,2.119230769
13/02/2011,2,2,2.016791045,2.119230769
14/02/2011,2,2,2.01119403,2.115384615
15/02/2011,2,2,2.013059701,2.118269231
16/02/2011,2,2,2.029850746,2.146153846
17/02/2011,2,2,2.03358209,2.149038462
18/02/2011,2,2,2.037313433,2.151923077
19/02/2011,2,2,2.037313433,2.151923077
20/02/2011,2,2,2.037313433,2.151923077
21/02/2011,2,2,2.041044776,2.154807692
22/02/2011,2,2,2.02238806,2.132692308
23/02/2011,2,2,2.024253731,2.135576923
24/02/2011,2,2,2.026119403,2.138461538
25/02/2011,2,2,2.027985075,2.141346154
26/02/2011,2,2,2.027985075,2.141346154
27/02/2011,2,2,2.027985075,2.141346154
28/02/2011,2,2,2.029850746,2.144230769
01/03/2011,2,2,2.031716418,2.147115385
02/03/2011,2,2,2.03358209,2.15
03/03/2011,2,2,2.070895522,2.231730769
04/03/2011,2,2,2.074626866,2.235576923
05/03/2011,2,2,2.074626866,2.235576923
06/03/2011,2,2,2.074626866,2.235576923
07/03/2011,2,2,2.078358209,2.205769231
08/03/2011,2,2,2.082089552,2.209615385
09/03/2011,2,2,2.085820896,2.213461538
10/03/2011,2,2,2.089552239,2.217307692
11/03/2011,2,2,2.093283582,2.221153846
12/03/2011,2,2,2.093283582,2.221153846
13/03/2011,2,2,2.093283582,2.221153846
14/03/2011,2,2,2.097014925,2.225
15/03/2011,1.98,1.97,2.057014925,2.195
16/03/2011,2,2,2.055970149,2.178846154
17/03/2011,2,2,2.059701493,2.182692308
18/03/2011,2,2,2.063432836,2.186538462
19/03/2011,2,2,2.063432836,2.186538462
20/03/2011,2,2,2.063432836,2.186538462
21/03/2011,2,2,2.067164179,2.190384615
22/03/2011,2,2,2.070895522,2.194230769
23/03/2011,2,2,2.074626866,2.198076923
24/03/2011,2,2,2.078358209,2.201923077
25/03/2011,2,2,2.082089552,2.205769231
26/03/2011,2,2,2.082089552,2.205769231
27/03/2011,2,2,2.082089552,2.205769231
28/03/2011,2,2,2.085820896,2.209615385
29/03/2011,2,2,2.089552239,2.213461538
30/03/2011,2,2,2.164179104,2.275961538
31/03/2011,1.97,1.97,2.129253731,2.268846154
01/04/2011,2,2,2.149253731,2.278846154
02/04/2011,2,2,2.149253731,2.278846154
03/04/2011,2,2,2.149253731,2.278846154
04/04/2011,2,2,2.152985075,2.282692308
05/04/2011,2,2,2.156716418,2.286538462
06/04/2011,2,2,2.160447761,2.290384615
07/04/2011,2,2.010416667,2.164179104,2.294230769
08/04/2011,2,2.020833333,2.167910448,2.298076923
09/04/2011,2,2.020833333,2.167910448,2.298076923
10/04/2011,2,2.020833333,2.167910448,2.298076923
11/04/2011,2,2.03125,2.171641791,2.301923077
12/04/2011,2,2.041666667,2.175373134,2.305769231
13/04/2011,2,2.052083333,2.179104478,2.309615385
14/04/2011,2,2.0625,2.182835821,2.315384615
15/04/2011,2,2.072916667,2.186567164,2.321153846
16/04/2011,2,2.072916667,2.186567164,2.321153846
17/04/2011,2,2.072916667,2.186567164,2.321153846
18/04/2011,2,2.083333333,2.2,2.326923077
19/04/2011,2,2.09375,2.24,2.332692308
20/04/2011,2,2.104166667,2.25,2.338461538
21/04/2011,2,2.104166667,2.25,2.338461538
22/04/2011,2,2.104166667,2.25,2.338461538
23/04/2011,2,2.104166667,2.25,2.338461538
24/04/2011,2,2.104166667,2.25,2.338461538
25/04/2011,2,2.104166667,2.25,2.338461538
26/04/2011,2,2.114583333,2.253731343,2.391346154
27/04/2011,2,2.125,2.259328358,2.396153846
28/04/2011,2,2.135416667,2.264925373,2.400961538
29/04/2011,2,2.145833333,2.270522388,2.405769231
30/04/2011,2,2.145833333,2.270522388,2.405769231
01/05/2011,2,2.145833333,2.270522388,2.405769231
02/05/2011,2,2.15625,2.276119403,2.410576923
03/05/2011,2,2.166666667,2.281716418,2.415384615
04/05/2011,2,2.177083333,2.287313433,2.420192308
05/05/2011,2,2.1875,2.22761194,2.391346154
06/05/2011,2.041666667,2.197916667,2.235074627,2.396153846
07/05/2011,2.041666667,2.197916667,2.235074627,2.396153846
08/05/2011,2.041666667,2.197916667,2.235074627,2.396153846
09/05/2011,2.083333333,2.208333333,2.242537313,2.400961538
10/05/2011,2.125,2.21875,2.25,2.405769231
11/05/2011,2.166666667,2.229166667,2.257462687,2.410576923
12/05/2011,2.208333333,2.239583333,2.264925373,2.415384615
13/05/2011,2.25,2.25,2.27238806,2.420192308
14/05/2011,2.25,2.25,2.27238806,2.420192308
15/05/2011,2.25,2.25,2.27238806,2.420192308
16/05/2011,2.25,2.25,2.276119403,2.403846154
17/05/2011,2.25,2.25,2.276119403,2.403846154
18/05/2011,2.25,2.25,2.279850746,2.406730769
19/05/2011,2.25,2.25,2.28358209,2.409615385
20/05/2011,2.25,2.25,2.287313433,2.4125
21/05/2011,2.25,2.25,2.287313433,2.4125
22/05/2011,2.25,2.25,2.287313433,2.4125
23/05/2011,2.25,2.25,2.270522388,2.386538462
24/05/2011,2.25,2.25,2.27238806,2.389423077
25/05/2011,2.25,2.21,2.217985075,2.318076923
26/05/2011,2.18,2.24,2.247985075,2.378076923
27/05/2011,2.25,2.25,2.277985075,2.398076923
28/05/2011,2.25,2.25,2.277985075,2.398076923
29/05/2011,2.25,2.25,2.277985075,2.398076923
30/05/2011,2.25,2.25,2.279850746,2.400961538
31/05/2011,2.25,2.25,2.281716418,2.403846154
01/06/2011,2.25,2.25,2.28358209,2.406730769
02/06/2011,2.25,2.25,2.28358209,2.406730769
03/06/2011,2.25,2.25,2.285447761,2.378846154
04/06/2011,2.25,2.25,2.285447761,2.378846154
05/06/2011,2.25,2.25,2.285447761,2.378846154
06/06/2011,2.25,2.25,2.287313433,2.380769231
07/06/2011,2.25,2.25,2.289179104,2.382692308
08/06/2011,2.25,2.25,2.291044776,2.384615385
09/06/2011,2.25,2.25,2.292910448,2.386538462
10/06/2011,2.25,2.25,2.294776119,2.388461538
11/06/2011,2.25,2.25,2.294776119,2.388461538
12/06/2011,2.25,2.25,2.294776119,2.388461538
13/06/2011,2.25,2.25,2.294776119,2.388461538
14/06/2011,2.25,2.25,2.296641791,2.390384615
15/06/2011,2.25,2.25,2.298507463,2.392307692
16/06/2011,2.25,2.25,2.300373134,2.394230769
17/06/2011,2.25,2.25,2.302238806,2.398076923
18/06/2011,2.25,2.25,2.302238806,2.398076923
19/06/2011,2.25,2.25,2.302238806,2.398076923
20/06/2011,2.25,2.25,2.304104478,2.401923077
21/06/2011,2.25,2.25,2.305970149,2.405769231
22/06/2011,2.25,2.25,2.365671642,2.480769231
23/06/2011,2.25,2.25,2.369402985,2.485576923
24/06/2011,2.25,2.25,2.373134328,2.490384615
25/06/2011,2.25,2.25,2.373134328,2.490384615
26/06/2011,2.25,2.25,2.373134328,2.490384615
27/06/2011,2.25,2.25,2.376865672,2.495192308
28/06/2011,2.25,2.25,2.380597015,2.5
29/06/2011,2.25,2.25,2.384328358,2.504807692
30/06/2011,2.25,2.25,2.388059701,2.509615385
01/07/2011,2.25,2.25,2.391791045,2.514423077
02/07/2011,2.25,2.25,2.391791045,2.514423077
03/07/2011,2.25,2.25,2.391791045,2.514423077
04/07/2011,2.25,2.25,2.395522388,2.519230769
05/07/2011,2.25,2.25,2.399253731,2.524038462
06/07/2011,2.25,2.25,2.402985075,2.528846154
07/07/2011,2.25,2.25,2.406716418,2.533653846
08/07/2011,2.25,2.25,2.410447761,2.538461538
09/07/2011,2.25,2.25,2.410447761,2.538461538
10/07/2011,2.25,2.25,2.410447761,2.538461538
11/07/2011,2.25,2.260416667,2.414179104,2.526923077
12/07/2011,2.25,2.270833333,2.417910448,2.530769231
13/07/2011,2.25,2.28125,2.421641791,2.534615385
14/07/2011,2.25,2.291666667,2.425373134,2.538461538
15/07/2011,2.25,2.302083333,2.429104478,2.542307692
16/07/2011,2.25,2.302083333,2.429104478,2.542307692
17/07/2011,2.25,2.302083333,2.429104478,2.542307692
18/07/2011,2.25,2.3125,2.432835821,2.546153846
19/07/2011,2.25,2.322916667,2.436567164,2.55
20/07/2011,2.25,2.333333333,2.442164179,2.553846154
21/07/2011,2.25,2.34375,2.447761194,2.557692308
22/07/2011,2.25,2.354166667,2.453358209,2.561538462
23/07/2011,2.25,2.354166667,2.453358209,2.561538462
24/07/2011,2.25,2.354166667,2.453358209,2.561538462
25/07/2011,2.25,2.364583333,2.458955224,2.565384615
26/07/2011,2.25,2.375,2.464552239,2.569230769
27/07/2011,2.25,2.385416667,2.470149254,2.573076923
28/07/2011,2.25,2.395833333,2.475746269,2.576923077
29/07/2011,2.25,2.40625,2.481343284,2.580769231
30/07/2011,2.25,2.40625,2.481343284,2.580769231
31/07/2011,2.25,2.40625,2.481343284,2.580769231
01/08/2011,2.25,2.416666667,2.486940299,2.584615385
02/08/2011,2.25,2.338541667,2.436567164,2.527884615
03/08/2011,2.25,2.34375,2.442164179,2.530769231
04/08/2011,2.270833333,2.348958333,2.447761194,2.533653846
05/08/2011,2.291666667,2.354166667,2.453358209,2.536538462
06/08/2011,2.291666667,2.354166667,2.453358209,2.536538462
07/08/2011,2.291666667,2.354166667,2.453358209,2.536538462
08/08/2011,2.3125,2.359375,2.458955224,2.539423077
09/08/2011,2.333333333,2.364583333,2.436567164,2.467307692
10/08/2011,2.25,2.25,2.317164179,2.345192308
11/08/2011,2.25,2.25,2.25,2.25
12/08/2011,2.25,2.25,2.25,2.25
13/08/2011,2.25,2.25,2.25,2.25
14/08/2011,2.25,2.25,2.25,2.25
15/08/2011,2.25,2.25,2.25,2.25
16/08/2011,2.25,2.25,2.25,2.25
17/08/2011,2.25,2.25,2.25,2.25
18/08/2011,2.25,2.25,2.25,2.25
19/08/2011,2.25,2.25,2.25,2.25
20/08/2011,2.25,2.25,2.25,2.25
21/08/2011,2.25,2.25,2.25,2.25
22/08/2011,2.25,2.25,2.25,2.25
23/08/2011,2.25,2.25,2.25,2.25
24/08/2011,2.25,2.25,2.25,2.25
25/08/2011,2.25,2.25,2.25,2.25
26/08/2011,2.25,2.25,2.25,2.25
27/08/2011,2.25,2.25,2.25,2.25
28/08/2011,2.25,2.25,2.25,2.25
29/08/2011,2.25,2.25,2.25,2.25
30/08/2011,2.25,2.25,2.25,2.25
31/08/2011,2.25,2.25,2.25,2.25
01/09/2011,2.25,2.25,2.25,2.25
02/09/2011,2.25,2.25,2.25,2.25
03/09/2011,2.25,2.25,2.25,2.25
04/09/2011,2.25,2.25,2.25,2.25
05/09/2011,2.25,2.25,2.25,2.25
06/09/2011,2.25,2.25,2.25,2.25
07/09/2011,2.25,2.25,2.25,2.25
08/09/2011,2.25,2.25,2.25,2.25
09/09/2011,2.25,2.25,2.179104478,2.035576923
10/09/2011,2.25,2.25,2.179104478,2.035576923
11/09/2011,2.25,2.25,2.179104478,2.035576923
12/09/2011,2.25,2.25,2.177238806,2.032692308
13/09/2011,2.25,2.25,2.175373134,2.090384615
14/09/2011,2.25,2.25,2.171641791,2.088461538
15/09/2011,2.25,2.25,2.167910448,2.086538462
16/09/2011,2.25,2.25,2.244402985,2.184615385
17/09/2011,2.25,2.25,2.244402985,2.184615385
18/09/2011,2.25,2.25,2.244402985,2.184615385
19/09/2011,2.25,2.25,2.19,2.182692308
20/09/2011,2.25,2.239583333,2.156716418,2.076923077
21/09/2011,2.25,2.234375,2.152985075,2.074038462
22/09/2011,2.25,2.229166667,2.149253731,2.071153846
23/09/2011,2.25,2.223958333,2.130597015,2
24/09/2011,2.25,2.223958333,2.130597015,2
25/09/2011,2.25,2.223958333,2.130597015,2
26/09/2011,2.25,2.21875,2.125,1.996153846
27/09/2011,2.25,2.213541667,2.119402985,1.992307692
28/09/2011,2.25,2.208333333,2.11380597,1.988461538
